ID,Type,toluene (C07),benz (C08),benz (C09),benz (C10),benz (C11),benz (C12),benz (C13),benz (C14),benz (C15),benz (C16),cycloarom (C09),cycloarom (C10),cycloarom (C11),cycloarom (C12),cycloarom (C13),cycloarom (C14),cycloarom (C15),diarom C10,diarom C11,diarom C12,diarom C13,diarom C14,monocycloalk-C07,monocycloalk-C08,monocycloalk-C09,monocycloalk-C10,monocycloalk-C11,monocycloalk-C12,monocycloalk-C13,monocycloalk-C14,monocycloalk-C15,monocycloalk-C16,monocycloalk-C17,dicycloalk-C09,dicycloalk-C10,dicycloalk-C11,dicycloalk-C12,dicycloalk-C13,dicycloalk-C14,dicycloalk-C15,dicycloalk-C16,isoalk-C07,isoalk-C08,isoalk-C09,isoalk-C10,isoalk-C11,isoalk-C12,isoalk-C13,isoalk-C14,isoalk-C15,isoalk-C16,isoalk-C17,isoalk-C18,nalk-C07,nalk-C08,nalk-C09,nalk-C10,nalk-C11,nalk-C12,nalk-C13,nalk-C14,nalk-C15,nalk-C16,nalk-C17,flash_point,API,PM,TAG,R1,R4
RP-3-52,RP,0.000853777,0.006610063,0.021389816,0.030454467,0.012962913,0.007869322,0.002257722,0,0,0,0.000374806,0.007842878,0.020961599,0.014130964,0.002452314,0,0,0.002307853,0.004070309,0.001226488,0,0,0.004981327,0.01678377,0.039472012,0.039937577,0.073795464,0.043685579,0.020941041,0.00518302,0,0,0,0.005204336,0.018025194,0.04598763,0.027700501,0.015651519,0.00213642,0.000429616,0,0,0.005516585,0.012205886,0.038422219,0.064149281,0.043166271,0.034336234,0.016832757,0.002520325,0,0,0,0.002833685,0.008809308,0.021090418,0.061630292,0.093637408,0.069324028,0.024619546,0.004321737,0.000764384,0.000139339,0,42,50.529357,41.9059578,46.4296057,48.8284199,43.3739798
RP-3-53,RP,0.001372749,0.007093156,0.023826937,0.051533478,0.030195736,0.021155947,0.010928986,0.000629136,0,0,0.000506329,0.00711552,0.018630059,0.01374175,0.00401699,0,0,0,0.000578375,0,0,0,0.001209675,0.00400032,0.014798182,0.024726258,0.05281924,0.034965054,0.036254595,0.011219202,0.000481729,0,0,0.00162669,0.005948645,0.021741268,0.012270795,0.014377427,0.002246955,0,0,0,0.004302062,0.011975526,0.037013234,0.082303974,0.072448109,0.068513207,0.028810885,0.006778047,0.000256979,0,0,0.001873603,0.006259596,0.013588995,0.047761796,0.076676523,0.060197307,0.040580562,0.010012096,0.000636315,0,0,50,54.2110356,48.4722767,52.9865596,51.5113686,48.2736976
RP-3-54,RP,0.00186976,0.012033238,0.041898775,0.07628486,0.032344488,0.01747071,0.002814325,0,0,0,0.00075254,0.005866831,0.018965442,0.008594365,0.001238604,0,0,0.001848314,0.00242232,0,0,0,0.004103334,0.008966814,0.019013039,0.045458443,0.058558292,0.035111414,0.013183954,0.000789333,0,0,0,0.004464939,0.01110994,0.020767937,0.008418891,0.004970733,0.000582755,0,0,5.18E-05,0.006581968,0.017537507,0.063978103,0.100352626,0.064123536,0.031728976,0.007322071,0.000807033,0,0,0,0.004197214,0.009010186,0.020676243,0.075165935,0.082549202,0.043635127,0.009400728,0.000992141,0.001985168,0,0,45,49.3650844,40.7561839,45.1934787,47.6690713,39.7353101
RP-3-55,RP,0.001939991,0.010119912,0.032993824,0.036291642,0.018876981,0.010991186,0.004814608,0,0,0,0.001184151,0.005013906,0.014856321,0.013667509,0.00259842,0,0,0.003332765,0.007031375,0.002534135,0,0,0.004543283,0.012129953,0.034272993,0.050118466,0.058276669,0.042252675,0.02466601,0.006857317,0,0,0,0.0077907,0.016168712,0.031460103,0.022595531,0.016158523,0.0019521,0,0,2.20E-05,0.004876778,0.013775336,0.045447845,0.073914911,0.048227998,0.034401157,0.019453808,0.002842644,0,0,0,0.003351505,0.007884389,0.025107608,0.06113074,0.078464949,0.057628643,0.023144676,0.004269155,0.000566053,0,0,44,50.4638565,41.5280815,46.0240774,48.421818,41.9027389
RP-3-56,RP,0,0.005272674,0.044491972,0.036311008,0.014593938,0.005288982,0,0,0,0,0.000643063,0.00607638,0.008967219,0.003813718,0.000116476,0,0,0.002300029,0.001752605,0,0,0,0,0.004189284,0.052438527,0.088136156,0.077158338,0.032672511,0.009038046,0.000643353,0,0,0,0.008996912,0.026475071,0.037531663,0.01449633,0.005477833,0.000180558,0,0,0,0.000391353,0.013045042,0.073606205,0.098745888,0.042144764,0.018734524,0.00511908,0.000226043,0,0,0,0,0.001190533,0.036668634,0.092878793,0.086301469,0.03740685,0.006065339,0.000412838,0,0,0,48,49.1167551,44.7219019,49.0178579,47.3388433,49.6168533
RP-3-57,RP,0.002239244,0.008654417,0.028887907,0.040921172,0.023576879,0.018171234,0.00816218,0.00149482,0,0,0.000861983,0.005675996,0.017880481,0.015841293,0.008503438,0.000538456,0,0.002551699,0.006917678,0.005242221,0,0,0.004707096,0.012228521,0.026494706,0.039482389,0.062183417,0.043114344,0.040555094,0.015844943,0.002074774,0.000207154,0,0.006141238,0.014428121,0.027609897,0.023535215,0.02290303,0.004605771,0.000293303,0,1.52E-05,0.005656199,0.012250537,0.037979201,0.061421642,0.045040932,0.039501945,0.030889054,0.009436048,0.001507733,0.000776139,0,0.003607634,0.008059665,0.017573381,0.044166002,0.054789965,0.042956746,0.028960752,0.009991787,0.002094965,0.000540197,0.000254159,45,51.7275729,42.5600935,47.1274864,50.1378241,41.6698028
RP-3-58,RP,0.000790742,0.015988842,0.035556762,0.046470082,0.025391618,0.015565181,0.005589045,0,0,0,0.001015039,0.007578418,0.015635701,0.007916782,0.002167778,0,0,0.001259582,0.003849302,0.003203298,0,0,0.000694673,0.008670125,0.029838693,0.031100593,0.056555989,0.037166066,0.019952913,0.007836624,0,0,0,0.004464477,0.014681404,0.032507846,0.016641994,0.009084538,0.000997158,0,0,0,0.006748739,0.023850261,0.062689374,0.08836295,0.066572467,0.043919311,0.018256399,0.004674209,0.000515945,0,0,0.000170816,0.014102592,0.028889011,0.053366168,0.064111672,0.040895798,0.018351145,0.005543335,0.000675884,0.00013266,0,46,49.7810396,43.0113057,47.4004292,47.4460837,45.1191161
RP-3-59,RP,0.001031968,0.007210772,0.03883125,0.040703157,0.019818686,0.015655461,0.006936276,0,0,0,0.000605738,0.004850914,0.014613635,0.010801527,0.005784645,0,0,0.00209978,0.005695703,0.003510547,0,0,0.002166882,0.007018015,0.032154931,0.031477038,0.051587401,0.036475874,0.028721577,0.010971102,0.00036921,0,0,0.007698778,0.015882757,0.026271056,0.022520166,0.013622334,0.00229028,0,0,0,0.003852895,0.014358133,0.06971448,0.061065189,0.046058205,0.038693178,0.028146865,0.005405941,0,0,0,0.001317163,0.005838775,0.033608199,0.062588444,0.064424681,0.054919793,0.033407571,0.008348601,0.000874423,0,0,47,50.618362,43.9042205,48.34174,48.6551631,46.3826045
RP-3-60,RP,0.001619546,0.008861976,0.035626266,0.03636355,0.018791065,0.014408313,0.0093948,0.004001726,0,0,0.000576045,0.005619368,0.016414324,0.01486553,0.005512811,0,0,0.000387365,0.000890153,0.001389497,0,0,0.003160576,0.009295318,0.030949814,0.032670002,0.050920388,0.035880691,0.034419008,0.018944375,0.007290832,0.00310724,0,0.004523782,0.013117936,0.022625054,0.015475228,0.015915302,0.005558742,0.000212059,0,1.78E-05,0.006406463,0.016916289,0.070021657,0.065690794,0.051348789,0.04412888,0.031163404,0.012557868,0.004757339,0.000876474,0,0.002807813,0.007982931,0.027511785,0.05242356,0.046340818,0.039804985,0.026627789,0.01028994,0.002238908,0.001026341,0.000270649,45,50.6010517,42.1252267,46.6109056,48.6859294,44.1211037
RP-3-61,RP,0.001541457,0.009497573,0.023912257,0.028620789,0.014955938,0.010716341,0.007410798,0.003259796,0,0,0.000578881,0.005421891,0.01364786,0.013357503,0.007459855,0.000405535,0,0.002825346,0.005725873,0.006446882,0.001380576,0,0.003963056,0.01353858,0.03090879,0.038563982,0.065630395,0.04167244,0.036305054,0.021355354,0.005227136,0.000700063,0,0.005336027,0.015602565,0.03205932,0.022444215,0.019142092,0.008318832,0.000916638,0,0,0.007254285,0.016043299,0.050354893,0.060435347,0.044088389,0.038652002,0.035066096,0.015378965,0.002165255,0.000131989,0,0.001612884,0.008492171,0.0190636,0.046769043,0.048609343,0.038070569,0.027772276,0.016377627,0.004115162,0.000551776,0.00014534,45,51.744088,42.8542766,47.3923388,49.8162031,45.0030505
RP-3-62,RP,0.00073475,0.006966662,0.02765935,0.033946466,0.015989974,0.011303839,0.004920239,0.000191073,0,0,0.000681742,0.008540148,0.024648702,0.015557699,0.006225426,0,0,0.003338433,0.005219405,0.002619747,0,0,0.002025805,0.010257172,0.03775872,0.056829809,0.068297611,0.051961782,0.030506278,0.011595638,0.000517449,0,0,0.009912778,0.025357973,0.045835368,0.035839204,0.028426344,0.003334308,0.000252181,0,0,0.002921215,0.009633061,0.045792982,0.04544095,0.037584604,0.033337993,0.023134281,0.005039122,0,0,0,0.000937572,0.004537825,0.018206544,0.042865352,0.059683742,0.047501634,0.027499735,0.006741155,0.00130255,0.000587607,0,47,51.800024,45.8192737,50.306623,49.7455828,48.5153844
RP-3-63,RP,0.001668837,0.011005347,0.032641123,0.034740489,0.018501211,0.014898097,0.007767583,0.003806065,0.001277349,0,0.00065492,0.004659921,0.01133851,0.009279857,0.002249481,0,0,0.000905581,0.00275079,0.001494126,0,0,0.004639701,0.012488775,0.032543656,0.03490984,0.055743045,0.04034373,0.033737984,0.016573859,0.010031273,0.003227602,0,0.004816034,0.016396251,0.029939737,0.017852846,0.015081037,0.006972461,0.002087227,0,3.78E-05,0.00701597,0.021939406,0.067782614,0.068181691,0.053001657,0.042373789,0.023415848,0.0103036,0.005888391,0.002868584,0.000317374,0.003415383,0.009549249,0.027649788,0.045009418,0.051180514,0.035581209,0.018416338,0.005960459,0.001759927,0.001102434,0.000224238,42,50.2241286,40.3007629,44.7905021,47.8200849,41.2692235
RP-3-64,RP,0.00123989,0.006739394,0.032629043,0.037687622,0.017132359,0.014456017,0.008100611,0.002410517,0,0,0.000743781,0.007464831,0.02275925,0.018274565,0.010420368,0,0,0.000898795,0.001572839,0.002662493,0,0,0.002259696,0.008059641,0.024832479,0.051736286,0.056364702,0.040766803,0.034537762,0.01915543,0.003124077,0.001157199,0,0.006674474,0.016345027,0.026911571,0.022112758,0.02655043,0.007984457,0.000386249,0,0,0.00356256,0.008967007,0.056165317,0.058528632,0.038755197,0.036674531,0.033724573,0.013961361,0.00129837,0,0,0.001132098,0.004780792,0.015417698,0.050511533,0.053393108,0.041265438,0.029540015,0.015529569,0.002310448,0.000330338,0,50,52.1939388,46.1565219,50.6604962,50.2476948,48.2064257
RP-3-65,RP,0.001246288,0.009080751,0.025671393,0.030558731,0.018043572,0.013743694,0.007968225,0.003833803,0.000804225,0,0.000761961,0.005890239,0.011749556,0.008614632,0.005572407,0.000529836,0,0.000960878,0.002513665,0.001936572,0.000395595,0,0.002878721,0.009599121,0.028097343,0.03852113,0.068807471,0.04661025,0.036841121,0.018542051,0.006877831,0.001442704,0,0.00482558,0.014758453,0.028378308,0.020511591,0.017246642,0.007167174,0.001440312,3.24E-05,0,0.005196939,0.015962969,0.054450508,0.06926191,0.062672541,0.051467859,0.03408204,0.01712862,0.005130234,0.00074369,3.30E-05,0.001794173,0.006642307,0.01817126,0.036691601,0.044845389,0.035132256,0.022504917,0.011463528,0.00343884,0.00059076,0.000140405,46,51.7036803,44.5408284,49.0668859,50.2594419,46.5944975
RP-3-66,RP,0.000866955,0.007053744,0.024823384,0.028182583,0.015903539,0.011440031,0.006969992,0.002639004,4.90E-05,0,0.000562692,0.004757593,0.011937905,0.011139621,0.00611437,8.47E-05,0,0.002096924,0.005114236,0.002016581,4.94E-05,0,0.002370826,0.011063152,0.037217123,0.045843918,0.075820998,0.054176972,0.039576326,0.014695481,0.00176129,0.000112591,0,0.008420004,0.025532598,0.052587409,0.037020083,0.028738247,0.006646878,0.000679241,0,4.15E-06,0.003534003,0.015155779,0.054565989,0.05867579,0.044643528,0.038898232,0.0266295,0.005376676,0.000359919,0,0,0.001144934,0.004433945,0.019605737,0.036746672,0.042201008,0.036832727,0.021375822,0.005316181,0.000404937,2.91E-05,0,48,51.7676697,44.9990386,49.4932371,49.9750168,47.8595562
RP-3-67,RP,0.000395955,0.005839431,0.014550724,0.017497872,0.013576778,0.014205948,0.012192334,0.010175013,0.003896158,0,0.000335631,0.003649084,0.012825275,0.013639163,0.010568009,0.00407996,0,3.07E-05,0.000150019,0.001048133,0.000465424,0,0.001687516,0.009414155,0.034895307,0.029513475,0.04633149,0.053111309,0.056841656,0.044626884,0.019966724,0.006570527,0.000387559,0.00394483,0.010506081,0.029554597,0.031499091,0.036692562,0.020375354,0.005814894,0.000187471,0,0.002901891,0.019212517,0.042279764,0.047363504,0.057669445,0.064842806,0.071072457,0.036951631,0.013297062,0.001745744,5.53E-05,0.000688486,0.002417903,0.011837008,0.015397162,0.006141068,0.008814222,0.006756613,0.006915855,0.002195221,0.000353888,4.73E-05,52,52.3306914,49.0937426,53.7148483,51.1917898,50.7829865
RP-3-68,RP,0.000824123,0.003657031,0.010792706,0.017616824,0.018751316,0.016186368,0.011706154,0.004470341,0.00040478,0,0.00103692,0.011696171,0.018043897,0.012503825,0.004472694,0.000310325,0,0.00011548,0.000308186,0.000564275,3.24E-05,0,0.003488996,0.011221483,0.028079691,0.045738166,0.096957375,0.073975013,0.048588787,0.020908766,0.004617799,0.000388111,0,0.00475089,0.025421922,0.058468593,0.043380712,0.027197121,0.008957226,0.000985923,0,0,0.003606797,0.010107308,0.023541507,0.073629194,0.072318312,0.059724635,0.038346667,0.013352117,0.0023144,0.000267978,0,0.001200011,0.001135624,0.00334232,0.007474905,0.016503759,0.014576269,0.012449006,0.00793611,0.001249805,0.00023735,6.55E-05,48,58.3162214,48.9626309,53.6083358,54.6566745,49.411655
RP-3-69,RP,0.00144232,0.009512568,0.032081553,0.03401684,0.017696558,0.013276425,0.010010887,0.00570767,0.001579994,0,0.000633119,0.004420992,0.011142868,0.011079794,0.007945004,0.000995469,0,0.001380573,0.004802852,0.004345651,0.001008707,0,0.003249382,0.010019816,0.034009584,0.039361024,0.051004343,0.044418204,0.037166471,0.021503182,0.009453288,0.002740106,0,0.005902804,0.011508618,0.024822278,0.019409504,0.021430432,0.007516614,0.003517709,0.000195644,3.75E-05,0.005713356,0.017665208,0.061629894,0.063905771,0.049494231,0.041126072,0.031895962,0.015524338,0.00523541,0.001118899,0,0.003021135,0.00714221,0.019826876,0.03875872,0.039947116,0.034224987,0.025340946,0.013467774,0.003522743,0.000868229,0.000223774,46,51.7554867,42.6549891,47.1743838,49.7795811,45.0642885
RP-3-70,RP,0.001473545,0.009067665,0.03984213,0.032192096,0.015021179,0.012288041,0.00929647,0.004433565,0.000118923,0,0.000583092,0.003936629,0.012554832,0.012849086,0.011157329,0.000794928,0,0.002100325,0.006903259,0.007555271,0.000661931,0,0.003073774,0.009746923,0.038699796,0.040635246,0.052103004,0.039079559,0.034889781,0.022425189,0.002192684,0.000222058,0,0.009871014,0.01258228,0.021126707,0.019347776,0.021592158,0.008515857,0.000727471,0,0,0.004380671,0.014737977,0.06596918,0.057359032,0.035823409,0.032122853,0.035444175,0.014266099,0.000323913,0,0,0.001198042,0.006319092,0.030866461,0.046179618,0.045411483,0.037207284,0.031146327,0.020181284,0.001381165,2.04E-05,0,47,50.8846073,42.8746962,47.3524647,48.7173728,45.9607092
RP-3-71,RP,0.001359718,0.008572367,0.035583515,0.046147789,0.021617109,0.014159831,0.004216508,0.000260529,0,0,0.001048676,0.006168065,0.016952416,0.01078414,0.004112875,0,0,0.001760793,0.003007646,0.00070821,0,0,0.003083922,0.008592464,0.028075651,0.044308666,0.065438975,0.041171754,0.02521422,0.005532371,5.83E-05,0,0,0.007237028,0.015402291,0.034295108,0.028691295,0.018783413,0.002176031,7.48E-05,0,4.26E-06,0.005890645,0.014604794,0.054370583,0.079556394,0.054829968,0.032992551,0.011351686,0.001509609,0,0,0,0.001971971,0.00855376,0.024471893,0.063898964,0.070828031,0.05024848,0.017633957,0.0024229,0.000236419,2.67E-05,0,47,50.49938,42.8944843,47.3485073,48.575747,44.5745621
RP-3-72,RP,0.001402278,0.007554945,0.029822691,0.03169564,0.016561897,0.011821863,0.007295665,0.005356888,0.001541586,0,0.000505133,0.003641022,0.008631694,0.007942002,0.005384815,0.000445203,0,0.001268137,0.003741773,0.003185469,0.000590558,0,0.003730257,0.012686889,0.033781158,0.038785524,0.062234196,0.04949092,0.036197825,0.018937002,0.007132162,0.003716747,0.00086534,0.005740211,0.017096861,0.036414632,0.03087807,0.024094892,0.010007819,0.005332279,0.000790959,8.47E-06,0.004853496,0.014878931,0.060693676,0.059806525,0.047888056,0.037105256,0.023553417,0.010568398,0.003767165,0.001557398,0.000504833,0.002310599,0.005865556,0.016803711,0.047896219,0.04365092,0.034748645,0.022674597,0.010138246,0.002940663,0.001101442,0.000380784,44,51.7830834,43.0264878,47.5482999,49.813735,45.4351624
RP-3-73,RP,0.000747834,0.002681519,0.011689294,0.018954065,0.015095017,0.013637682,0.003907524,0.000408086,0,0,0.001383379,0.010360111,0.017017107,0.006809857,0.001798392,0,0,7.10E-05,0.000161307,0,0,0,0.004349792,0.014649752,0.028977839,0.088529969,0.135032855,0.079258338,0.034728109,0.00371376,0,0,0,0.00826648,0.051653781,0.098356433,0.072573506,0.023203347,0.001517778,0,0,0,0.004011523,0.008503651,0.036741941,0.059869134,0.050376449,0.039370641,0.008106709,0.00024167,0,0,0,0.000721442,0.001208814,0.002798447,0.010185895,0.011759013,0.011637312,0.004692408,0.000223113,1.79E-05,0,0,46,55.3198076,46.3042011,50.8670648,52.2853593,47.6078577
RP-3-74,RP,0.00116567,0.006968632,0.018856116,0.03702031,0.026096226,0.019183878,0.010403026,0.004473559,8.27E-05,0,0.000334961,0.004413156,0.0136843,0.013787354,0.009661231,0,0,0.001944373,0.005783723,0.004350731,0.000348797,0,0.002776574,0.00732996,0.01798862,0.021743582,0.058514498,0.052300715,0.038882362,0.019320948,0.002354044,0,0,0.003146011,0.006699047,0.024098075,0.020533066,0.02023255,0.005200482,0.000570907,0,0,0.004873505,0.011199213,0.027207745,0.067787855,0.064626105,0.055177678,0.038480428,0.011030614,0.001004702,0,0,0.002516361,0.006625655,0.013651764,0.033710179,0.06840313,0.057335505,0.038846526,0.015519207,0.001528812,0.000164864,6.00E-05,53,54.6658034,47.5038058,52.1094512,51.9515527,47.6014553
RP-3-75,RP,0.000336064,0.007640443,0.026101309,0.043952532,0.035741641,0.007781765,0.000202515,0,0,0,0.006842174,0.054437909,0.034412553,0.002344307,0.000726421,0,0,0.001292944,0.000337552,0,0,0,3.21E-05,0.011150963,0.042022448,0.074517385,0.103092421,0.036494887,0.003404464,1.22E-05,0,0,0,0.007899889,0.033770844,0.048286852,0.016565344,0.000644322,9.41E-05,0,0,0,0.003226191,0.0185341,0.05907469,0.132442508,0.130553607,0.020245348,0.000724153,0,0,0,0,1.25E-05,0.001840608,0.00549269,0.016300566,0,0.01101456,0.000385617,1.44E-05,0,0,0,47,49.4568794,46.2227915,50.6037628,47.9128095,48.2453836
RP-3-76,RP,0.000461056,0.003352405,0.008481699,0.013154962,0.009552953,0.008084151,0.00881693,0.005978427,0.000956672,0,0.000248627,0.003413925,0.009223978,0.008991985,0.005112498,0.001158018,0,5.87E-05,8.98E-05,0.000618955,0.000280568,0,0.001285356,0.022438831,0.045815658,0.051040493,0.065396205,0.048588763,0.037985415,0.015227721,0.004266771,0.001487954,6.16E-05,0.014046806,0.06252361,0.068283392,0.044262201,0.031937962,0.013419912,0.003438483,8.58E-05,0,0.003218129,0.013762077,0.036234148,0.043731131,0.039619088,0.03386291,0.025480774,0.011593613,0.002320136,0.000646362,8.83E-05,0.000690017,0.007067186,0.015317378,0.029666466,0.040895752,0.034106907,0.023511304,0.013418572,0.003913832,0.000901495,0.000325138,47,51.5449395,45.2711415,49.7873097,49.9649936,48.2394625
RP-3-77,RP,6.67E-05,0.001587251,0.003873096,0.005819301,0.004113042,0.005175438,0.010642436,0.006879517,0.000426193,0,0.000177614,0.001934699,0.004649359,0.004616528,0.00237246,0.000378813,0,1.91E-05,4.84E-05,0.000336182,9.12E-05,0,8.37E-05,0.032242051,0.055602768,0.064823313,0.075919486,0.045544606,0.035386059,0.012472835,0.002354534,0.000657951,0,0.022567249,0.122895461,0.116297533,0.062593804,0.056941639,0.018144319,0.00404464,2.23E-05,0,0.001687996,0.008311469,0.017038764,0.02131171,0.018507969,0.017662725,0.014548174,0.004455841,0.001003399,0.00022828,0,1.92E-05,0.006635271,0.010719921,0.020965382,0.025807825,0.021618493,0.016202506,0.009342649,0.001632596,0.000356722,0.000141612,47,51.4822271,45.6056329,50.1047438,49.6117847,48.4883123
